tweet_id,arg_id,message
496,496-4,1
497,497-0,0
497,497-1,0
497,497-2,0
498,498-0,0
498,498-1,0
499,499-0,0
499,499-1,0
499,499-2,0
500,500-0,0
500,500-1,0
500,500-2,0
500,500-3,0
500,500-4,1
501,501-0,0
502,502-0,0
502,502-1,0
503,503-0,0
503,503-1,1
504,504-0,0
504,504-1,0
504,504-2,0
504,504-3,0
504,504-4,0
504,504-5,0
504,504-6,1
504,504-7,0
504,504-8,0
505,505-0,0
505,505-1,1
505,505-2,0
505,505-3,0
505,505-4,0
506,506-0,0
506,506-1,0
506,506-2,1
507,507-0,0
507,507-1,1
507,507-2,0
508,508-0,0
508,508-1,0
508,508-2,0
508,508-3,0
508,508-4,0
508,508-5,0
508,508-6,0
508,508-7,1
508,508-8,0
509,509-0,1
509,509-1,0
510,510-0,0
510,510-1,0
511,511-0,0
511,511-1,1
511,511-2,0
511,511-3,0
511,511-4,0
512,512-0,0
513,513-0,1
513,513-1,0
514,514-0,0
514,514-1,0
514,514-2,0
514,514-3,0
515,515-0,0
515,515-1,0
515,515-2,0
516,516-0,0
516,516-1,0
516,516-2,1
517,517-0,0
517,517-1,0
517,517-2,0
517,517-3,0
517,517-4,0
517,517-5,0
518,518-0,0
519,519-0,0
520,520-0,1
520,520-1,0
521,521-0,0
521,521-1,0
521,521-2,0
522,522-0,0
523,523-0,0
523,523-1,0
523,523-2,0
523,523-3,0
524,524-0,0
524,524-1,0
524,524-2,0
524,524-3,0
525,525-0,0
525,525-1,0
525,525-2,0
525,525-3,0
526,526-0,0
526,526-1,0
527,527-0,1
528,528-0,0
529,529-0,1
529,529-1,0
530,530-0,0
530,530-1,0
530,530-2,0
530,530-3,0
530,530-4,0
531,531-0,0
531,531-1,0
532,532-0,0
532,532-1,0
532,532-2,0
532,532-3,0
532,532-4,1
532,532-5,0
533,533-0,0
533,533-1,1
533,533-2,0
534,534-0,0
534,534-1,0
535,535-0,0
536,536-0,0
536,536-1,0
537,537-0,0
537,537-1,0
537,537-2,1
537,537-3,0
537,537-4,0
538,538-0,0
538,538-1,1
538,538-2,0
539,539-0,1
539,539-1,0
539,539-2,0
539,539-3,0
540,540-0,0
541,541-0,0
541,541-1,1
542,542-0,0
542,542-1,0
542,542-2,0
542,542-3,0
542,542-4,0
543,543-0,0
543,543-1,0
543,543-2,0
543,543-3,1
543,543-4,0
543,543-5,0
543,543-6,0
543,543-7,0
543,543-8,0
543,543-9,0
544,544-0,1
544,544-1,0
544,544-2,0
544,544-3,0
544,544-4,0
544,544-5,0
544,544-6,0
544,544-7,0
544,544-8,0
544,544-9,0
545,545-0,1
545,545-1,0
545,545-2,0
545,545-3,0
545,545-4,0
546,546-0,1
546,546-1,0
547,547-0,0
547,547-1,0
547,547-2,0
547,547-3,0
547,547-4,1
547,547-5,0
547,547-6,0
548,548-0,0
548,548-1,0
548,548-2,1
549,549-0,1
550,550-0,0
551,551-0,0
551,551-1,0
552,552-0,0
552,552-1,0
552,552-2,0
552,552-3,0
553,553-0,0
553,553-1,0
553,553-2,0
553,553-3,0
553,553-4,0
553,553-5,0
553,553-6,1
553,553-7,0
553,553-8,0
553,553-9,0
553,553-10,0
553,553-11,0
554,554-0,0
554,554-1,1
554,554-2,0
555,555-0,0
555,555-1,0
555,555-2,0
555,555-3,0
556,556-0,0
557,557-0,0
557,557-1,0
557,557-2,0
557,557-3,0
557,557-4,0
557,557-5,0
557,557-6,0
557,557-7,0
557,557-8,0
557,557-9,0
557,557-10,0
557,557-11,0
558,558-0,0
558,558-1,0
558,558-2,1
558,558-3,0
559,559-0,0
560,560-0,0
561,561-0,0
561,561-1,0
562,562-0,0
562,562-1,0
562,562-2,0
563,563-0,0
563,563-1,0
563,563-2,0
564,564-0,0
565,565-0,0
565,565-1,0
565,565-2,1
566,566-0,0
566,566-1,0
566,566-2,0
566,566-3,1
566,566-4,0
567,567-0,0
567,567-1,0
567,567-2,0
568,568-0,0
568,568-1,0
568,568-2,0
569,569-0,0
569,569-1,0
570,570-0,0
570,570-1,0
570,570-2,0
571,571-0,0
572,572-0,0
572,572-1,0
572,572-2,0
572,572-3,0
573,573-0,1
573,573-1,0
573,573-2,0
574,574-0,0
575,575-0,0
575,575-1,0
576,576-0,0
576,576-1,0
576,576-2,1
577,577-0,1
577,577-1,0
577,577-2,0
577,577-3,0
578,578-0,1
579,579-0,1
579,579-1,0
580,580-0,1
580,580-1,0
580,580-2,0
580,580-3,0
580,580-4,0
580,580-5,0
581,581-0,0
581,581-1,0
581,581-2,1
581,581-3,0
581,581-4,0
581,581-5,0
582,582-0,0
582,582-1,1
583,583-0,0
583,583-1,0
583,583-2,1
583,583-3,0
583,583-4,0
583,583-5,0
584,584-0,1
585,585-0,1
585,585-1,0
585,585-2,0
586,586-0,0
586,586-1,1
586,586-2,0
586,586-3,0
587,587-0,0
587,587-1,0
587,587-2,0
587,587-3,0
588,588-0,0
588,588-1,1
589,589-0,0
589,589-1,0
589,589-2,0
589,589-3,1
589,589-4,0
589,589-5,0
590,590-0,0
591,591-0,0
592,592-0,0
592,592-1,0
592,592-2,0
593,593-0,1
593,593-1,0
594,594-0,0
594,594-1,0
594,594-2,1
594,594-3,0
594,594-4,0
594,594-5,0
595,595-0,1
595,595-1,0
596,596-0,1
596,596-1,0
597,597-0,0
597,597-1,1
597,597-2,0
597,597-3,0
597,597-4,0
598,598-0,1
598,598-1,0
599,599-0,0
600,600-0,0
600,600-1,0
600,600-2,0
601,601-0,0
602,602-0,1
602,602-1,0
602,602-2,0
603,603-0,1
604,604-0,0
604,604-1,0
604,604-2,0
604,604-3,0
604,604-4,0
604,604-5,0
604,604-6,0
604,604-7,0
604,604-8,0
604,604-9,0
605,605-0,0
605,605-1,0
605,605-2,1
605,605-3,0
606,606-0,0
606,606-1,0
607,607-0,0
607,607-1,1
607,607-2,0
608,608-0,0
608,608-1,0
609,609-0,0
609,609-1,1
609,609-2,0
610,610-0,0
611,611-0,1
611,611-1,0
611,611-2,0
612,612-0,0
612,612-1,0
612,612-2,0
612,612-3,0
612,612-4,1
612,612-5,0
612,612-6,0
612,612-7,0
613,613-0,0
613,613-1,1
613,613-2,0
614,614-0,0
614,614-1,0
615,615-0,0
615,615-1,0
615,615-2,0
615,615-3,0
615,615-4,1
615,615-5,0
615,615-6,0
616,616-0,0
616,616-1,0
616,616-2,1
616,616-3,0
617,617-0,1
617,617-1,0
617,617-2,0
618,618-0,1
618,618-1,0
618,618-2,0
619,619-0,0
620,620-0,0
621,621-0,0
621,621-1,0
621,621-2,0
622,622-0,0
623,623-0,0
623,623-1,1
624,624-0,0
625,625-0,0
625,625-1,0
626,626-0,0
626,626-1,0
626,626-2,0
626,626-3,0
626,626-4,0
626,626-5,0
626,626-6,0
626,626-7,0
626,626-8,0
626,626-9,0
626,626-10,0
626,626-11,0
626,626-12,0
626,626-13,0
627,627-0,0
628,628-0,0
628,628-1,1
628,628-2,0
628,628-3,0
628,628-4,0
628,628-5,0
629,629-0,0
629,629-1,0
629,629-2,0
629,629-3,0
629,629-4,1
629,629-5,0
630,630-0,1
630,630-1,0
631,631-0,1
631,631-1,0
631,631-2,0
631,631-3,0
631,631-4,0
631,631-5,0
632,632-0,0
632,632-1,0
632,632-2,0
633,633-0,0
634,634-0,0
634,634-1,1
635,635-0,0
635,635-1,0
636,636-0,0
636,636-1,1
636,636-2,0
637,637-0,0
637,637-1,0
637,637-2,0
638,638-0,0
639,639-0,0
639,639-1,0
639,639-2,0
640,640-0,0
640,640-1,0
640,640-2,1
640,640-3,0
641,641-0,1
641,641-1,0
642,642-0,1
642,642-1,0
642,642-2,0
643,643-0,0
643,643-1,0
643,643-2,0
643,643-3,0
643,643-4,1
643,643-5,0
644,644-0,0
644,644-1,0
644,644-2,1
644,644-3,0
645,645-0,0
645,645-1,0
645,645-2,0
646,646-0,0
646,646-1,0
646,646-2,0
647,647-0,0
647,647-1,0
648,648-0,0
648,648-1,0
649,649-0,0
649,649-1,0
649,649-2,1
649,649-3,0
650,650-0,0
651,651-0,0
651,651-1,0
651,651-2,1
651,651-3,0
651,651-4,0
652,652-0,0
652,652-1,1
652,652-2,0
653,653-0,0
653,653-1,0
653,653-2,0
654,654-0,1
654,654-1,0
654,654-2,0
654,654-3,0
655,655-0,1
655,655-1,0
656,656-0,0
656,656-1,0
656,656-2,1
656,656-3,0
657,657-0,1
657,657-1,0
657,657-2,0
658,658-0,0
658,658-1,1
658,658-2,0
659,659-0,0
659,659-1,0
659,659-2,1
659,659-3,0
660,660-0,1
660,660-1,0
660,660-2,0
660,660-3,0
660,660-4,0
661,661-0,0
661,661-1,0
662,662-0,0
662,662-1,0
662,662-2,0
662,662-3,0
662,662-4,1
662,662-5,0
662,662-6,0
662,662-7,0
662,662-8,0
662,662-9,0
662,662-10,0
662,662-11,0
662,662-12,0
662,662-13,0
662,662-14,0
663,663-0,0
663,663-1,0
664,664-0,0
664,664-1,0
664,664-2,1
664,664-3,0
664,664-4,0
664,664-5,0
665,665-0,0
666,666-0,0
666,666-1,0
666,666-2,0
666,666-3,0
666,666-4,0
666,666-5,0
666,666-6,1
666,666-7,0
666,666-8,0
666,666-9,0
666,666-10,0
666,666-11,0
666,666-12,0
666,666-13,0
667,667-0,0
667,667-1,0
668,668-0,1
668,668-1,0
668,668-2,0
669,669-0,1
670,670-0,0
670,670-1,0
671,671-0,0
672,672-0,1
672,672-1,0
673,673-0,0
673,673-1,1
673,673-2,0
673,673-3,0
673,673-4,0
674,674-0,1
674,674-1,0
675,675-0,0
675,675-1,0
675,675-2,0
675,675-3,0
675,675-4,0
675,675-5,0
676,676-0,0
676,676-1,0
676,676-2,0
676,676-3,0
676,676-4,0
676,676-5,1
677,677-0,0
677,677-1,0
677,677-2,0
677,677-3,0
677,677-4,0
677,677-5,0
677,677-6,0
677,677-7,0
677,677-8,0
678,678-0,0
678,678-1,0
678,678-2,0
678,678-3,1
678,678-4,0
678,678-5,0
678,678-6,0
679,679-0,1
679,679-1,0
680,680-0,0
680,680-1,0
681,681-0,1
682,682-0,0
682,682-1,1
682,682-2,0
683,683-0,0
683,683-1,0
683,683-2,0
683,683-3,0
683,683-4,0
684,684-0,0
684,684-1,0
684,684-2,0
684,684-3,0
684,684-4,0
685,685-0,0
686,686-0,0
687,687-0,0
687,687-1,0
688,688-0,0
688,688-1,0
688,688-2,0
688,688-3,0
688,688-4,0
688,688-5,0
688,688-6,0
688,688-7,1
689,689-0,0
689,689-1,0
690,690-0,0
691,691-0,0
691,691-1,0
692,692-0,1
692,692-1,0
692,692-2,0
693,693-0,0
693,693-1,1
693,693-2,0
694,694-0,1
694,694-1,0
695,695-0,1
695,695-1,0
695,695-2,0
695,695-3,0
695,695-4,0
695,695-5,0
696,696-0,0
697,697-0,1
697,697-1,0
697,697-2,0
697,697-3,0
698,698-0,0
698,698-1,0
698,698-2,1
698,698-3,0
698,698-4,0
698,698-5,0
699,699-0,0
699,699-1,0
699,699-2,0
699,699-3,1
699,699-4,0
699,699-5,0
700,700-0,0
700,700-1,0
701,701-0,0
701,701-1,0
702,702-0,1
702,702-1,0
702,702-2,0
702,702-3,0
702,702-4,0
702,702-5,0
703,703-0,0
703,703-1,0
703,703-2,0
703,703-3,0
703,703-4,0
704,704-0,0
704,704-1,1
704,704-2,0
704,704-3,0
705,705-0,0
706,706-0,0
706,706-1,0
706,706-2,0
706,706-3,1
707,707-0,0
707,707-1,1
707,707-2,0
707,707-3,0
708,708-0,1
708,708-1,0
708,708-2,0
709,709-0,0
710,710-0,1
710,710-1,0
711,711-0,0
711,711-1,0
711,711-2,0
711,711-3,0
711,711-4,0
711,711-5,1
711,711-6,0
712,712-0,0
712,712-1,0
712,712-2,0
712,712-3,1
712,712-4,0
712,712-5,0
712,712-6,0
713,713-0,0
713,713-1,0
713,713-2,0
714,714-0,0
714,714-1,1
714,714-2,0
714,714-3,0
715,715-0,0
715,715-1,0
715,715-2,0
715,715-3,0
715,715-4,0
715,715-5,0
715,715-6,0
715,715-7,1
715,715-8,0
715,715-9,0
716,716-0,0
716,716-1,0
716,716-2,0
717,717-0,0
717,717-1,0
717,717-2,0
717,717-3,1
717,717-4,0
717,717-5,0
718,718-0,0
718,718-1,1
718,718-2,0
718,718-3,0
719,719-0,1
719,719-1,0
719,719-2,0
719,719-3,0
720,720-0,1
720,720-1,0
721,721-0,0
722,722-0,0
723,723-0,0
724,724-0,1
725,725-0,0
725,725-1,0
725,725-2,0
726,726-0,0
726,726-1,1
726,726-2,0
727,727-0,1
727,727-1,0
727,727-2,0
728,728-0,0
728,728-1,0
729,729-0,1
729,729-1,0
730,730-0,1
730,730-1,0
730,730-2,0
730,730-3,0
730,730-4,0
731,731-0,0
731,731-1,0
732,732-0,1
732,732-1,0
733,733-0,0
733,733-1,0
734,734-0,0
734,734-1,0
735,735-0,1
735,735-1,0
736,736-0,1
736,736-1,0
736,736-2,0
737,737-0,0
738,738-0,0
738,738-1,0
738,738-2,0
738,738-3,0
738,738-4,1
738,738-5,0
738,738-6,0
739,739-0,0
739,739-1,0
740,740-0,0
740,740-1,0
740,740-2,0
740,740-3,0
740,740-4,0
740,740-5,0
740,740-6,0
741,741-0,0
741,741-1,0
741,741-2,0
741,741-3,1
742,742-0,0
743,743-0,0
743,743-1,0
744,744-0,0
745,745-0,0
746,746-0,0
746,746-1,0
746,746-2,0
746,746-3,0
746,746-4,0
746,746-5,0
747,747-0,0
748,748-0,1
748,748-1,0
748,748-2,0
748,748-3,0
748,748-4,0
749,749-0,0
749,749-1,1
749,749-2,0
749,749-3,0
749,749-4,0
749,749-5,0
749,749-6,0
749,749-7,0
750,750-0,0
750,750-1,0
750,750-2,0
751,751-0,0
751,751-1,0
751,751-2,1
752,752-0,0
752,752-1,0
752,752-2,0
752,752-3,0
752,752-4,0
752,752-5,0
752,752-6,0
752,752-7,0
752,752-8,0
752,752-9,0
752,752-10,0
753,753-0,0
753,753-1,0
753,753-2,0
753,753-3,0
753,753-4,1
753,753-5,0
753,753-6,0
753,753-7,0
753,753-8,0
754,754-0,1
754,754-1,0
754,754-2,0
754,754-3,0
755,755-0,0
755,755-1,1
755,755-2,0
755,755-3,0
755,755-4,0
755,755-5,0
755,755-6,0
756,756-0,0
756,756-1,0
756,756-2,0
756,756-3,0
756,756-4,0
757,757-0,0
757,757-1,0
758,758-0,0
759,759-0,0
759,759-1,1
759,759-2,0
760,760-0,1
760,760-1,0
761,761-0,1
761,761-1,0
762,762-0,0
762,762-1,0
762,762-2,0
763,763-0,0
763,763-1,1
764,764-0,1
764,764-1,0
765,765-0,0
765,765-1,1
765,765-2,0
765,765-3,0
766,766-0,0
766,766-1,0
767,767-0,0
767,767-1,0
767,767-2,0
768,768-0,0
768,768-1,0
769,769-0,0
770,770-0,1
770,770-1,0
770,770-2,0
770,770-3,0
770,770-4,0
770,770-5,0
770,770-6,0
770,770-7,0
771,771-0,0
771,771-1,0
771,771-2,0
771,771-3,1
771,771-4,0
771,771-5,0
771,771-6,0
772,772-0,1
772,772-1,0
772,772-2,0
773,773-0,1
773,773-1,0
774,774-0,0
774,774-1,1
774,774-2,0
775,775-0,1
775,775-1,0
775,775-2,0
775,775-3,0
775,775-4,0
775,775-5,0
775,775-6,0
776,776-0,0
776,776-1,1
776,776-2,0
777,777-0,1
778,778-0,0
778,778-1,0
778,778-2,0
778,778-3,0
778,778-4,0
778,778-5,0
778,778-6,0
778,778-7,0
778,778-8,0
778,778-9,0
778,778-10,0
778,778-11,0
779,779-0,0
779,779-1,0
780,780-0,0
780,780-1,1
781,781-0,1
781,781-1,0
782,782-0,0
783,783-0,1
783,783-1,0
783,783-2,0
783,783-3,0
783,783-4,0
783,783-5,0
783,783-6,0
783,783-7,0
784,784-0,0
784,784-1,0
784,784-2,0
785,785-0,0
785,785-1,0
785,785-2,0
785,785-3,0
786,786-0,0
786,786-1,0
786,786-2,0
786,786-3,0
787,787-0,1
787,787-1,0
787,787-2,0
787,787-3,0
788,788-0,1
788,788-1,0
789,789-0,1
789,789-1,0
790,790-0,1
790,790-1,0
790,790-2,0
790,790-3,0
790,790-4,0
790,790-5,0
790,790-6,0
790,790-7,0
790,790-8,0
790,790-9,0
790,790-10,0
790,790-11,0
791,791-0,0
792,792-0,0
793,793-0,0
794,794-0,1
794,794-1,0
794,794-2,0
794,794-3,0
794,794-4,0
794,794-5,0
795,795-0,0
795,795-1,1
795,795-2,0
795,795-3,0
795,795-4,0
795,795-5,0
795,795-6,0
795,795-7,0
795,795-8,0
795,795-9,0
795,795-10,0
795,795-11,0
795,795-12,0
796,796-0,0
796,796-1,1
797,797-0,0
798,798-0,1
798,798-1,0
799,799-0,0
799,799-1,0
799,799-2,0
799,799-3,0
799,799-4,0
799,799-5,0
799,799-6,0
800,800-0,0
800,800-1,0
801,801-0,0
801,801-1,0
801,801-2,1
802,802-0,0
802,802-1,1
802,802-2,0
802,802-3,0
802,802-4,0
803,803-0,0
803,803-1,0
803,803-2,0
803,803-3,0
803,803-4,0
803,803-5,0
803,803-6,0
804,804-0,1
804,804-1,0
805,805-0,0
805,805-1,0
805,805-2,1
805,805-3,0
805,805-4,0
805,805-5,0
805,805-6,0
805,805-7,0
806,806-0,0
806,806-1,0
807,807-0,0
807,807-1,0
807,807-2,0
808,808-0,0
808,808-1,1
808,808-2,0
808,808-3,0
808,808-4,0
808,808-5,0
809,809-0,1
809,809-1,0
810,810-0,0
810,810-1,0
811,811-0,0
811,811-1,0
811,811-2,0
811,811-3,0
811,811-4,0
811,811-5,0
811,811-6,0
812,812-0,0
813,813-0,0
814,814-0,0
815,815-0,0
815,815-1,0
815,815-2,0
815,815-3,0
815,815-4,0
816,816-0,0
816,816-1,0
816,816-2,0
816,816-3,0
816,816-4,0
816,816-5,1
817,817-0,0
818,818-0,0
818,818-1,0
818,818-2,1
818,818-3,0
819,819-0,1
819,819-1,0
819,819-2,0
820,820-0,0
820,820-1,0
821,821-0,0
821,821-1,0
821,821-2,0
822,822-0,0
822,822-1,0
823,823-0,0
823,823-1,0
823,823-2,0
823,823-3,0
824,824-0,0
824,824-1,1
824,824-2,0
824,824-3,0
824,824-4,0
824,824-5,0
825,825-0,1
825,825-1,0
825,825-2,0
825,825-3,0
825,825-4,0
825,825-5,0
826,826-0,0
826,826-1,0
827,827-0,0
827,827-1,0
827,827-2,0
827,827-3,0
827,827-4,1
827,827-5,0
828,828-0,0
828,828-1,1
829,829-0,0
829,829-1,0
829,829-2,1
829,829-3,0
830,830-0,1
830,830-1,0
830,830-2,0
831,831-0,0
831,831-1,1
831,831-2,0
831,831-3,0
831,831-4,0
831,831-5,0
831,831-6,0
831,831-7,0
831,831-8,0
832,832-0,0
832,832-1,0
832,832-2,0
832,832-3,0
832,832-4,0
832,832-5,0
832,832-6,0
832,832-7,0
833,833-0,0
834,834-0,0
834,834-1,0
834,834-2,0
834,834-3,0
834,834-4,0
834,834-5,0
834,834-6,0
834,834-7,0
834,834-8,0
834,834-9,0
834,834-10,0
834,834-11,0
835,835-0,0
835,835-1,0
835,835-2,0
835,835-3,0
836,836-0,0
836,836-1,0
836,836-2,0
836,836-3,0
836,836-4,0
837,837-0,0
837,837-1,0
837,837-2,0
838,838-0,0
838,838-1,1
838,838-2,0
838,838-3,0
838,838-4,0
838,838-5,0
839,839-0,0
839,839-1,0
840,840-0,1
840,840-1,0
840,840-2,0
840,840-3,0
840,840-4,0
841,841-0,0
841,841-1,0
841,841-2,0
841,841-3,0
841,841-4,0
841,841-5,0
841,841-6,1
841,841-7,0
841,841-8,0
842,842-0,0
843,843-0,0
843,843-1,0
844,844-0,1
844,844-1,0
845,845-0,0
845,845-1,0
845,845-2,1
845,845-3,0
845,845-4,0
846,846-0,0
846,846-1,0
846,846-2,0
847,847-0,0
848,848-0,0
848,848-1,1
848,848-2,0
849,849-0,0
849,849-1,0
850,850-0,0
850,850-1,0
850,850-2,1
851,851-0,0
851,851-1,0
852,852-0,0
852,852-1,0
852,852-2,0
852,852-3,0
852,852-4,0
853,853-0,0
853,853-1,1
853,853-2,0
853,853-3,0
853,853-4,0
853,853-5,0
854,854-0,0
854,854-1,0
855,855-0,1
855,855-1,0
855,855-2,0
856,856-0,0
856,856-1,0
856,856-2,0
857,857-0,0
858,858-0,1
858,858-1,0
859,859-0,1
859,859-1,0
859,859-2,0
859,859-3,0
860,860-0,0
860,860-1,0
860,860-2,0
861,861-0,0
861,861-1,0
861,861-2,0
862,862-0,0
862,862-1,1
862,862-2,0
862,862-3,0
862,862-4,0
862,862-5,0
863,863-0,0
863,863-1,0
863,863-2,0
863,863-3,0
863,863-4,0
864,864-0,1
864,864-1,0
864,864-2,0
864,864-3,0
865,865-0,0
866,866-0,0
866,866-1,0
867,867-0,0
867,867-1,0
867,867-2,0
867,867-3,0
867,867-4,0
867,867-5,0
867,867-6,0
867,867-7,0
867,867-8,0
868,868-0,1
868,868-1,0
869,869-0,0
869,869-1,0
870,870-0,0
870,870-1,0
870,870-2,0
870,870-3,1
871,871-0,1
871,871-1,0
871,871-2,0
872,872-0,1
872,872-1,0
873,873-0,0
874,874-0,0
875,875-0,0
876,876-0,0
876,876-1,0
876,876-2,0
877,877-0,1
877,877-1,0
877,877-2,0
877,877-3,0
877,877-4,0
877,877-5,0
877,877-6,0
877,877-7,0
877,877-8,0
877,877-9,0
877,877-10,0
877,877-11,0
878,878-0,0
878,878-1,1
878,878-2,0
878,878-3,0
879,879-0,0
880,880-0,0
880,880-1,0
880,880-2,0
881,881-0,0
881,881-1,0
882,882-0,0
882,882-1,1
882,882-2,0
883,883-0,0
883,883-1,1
883,883-2,0
883,883-3,0
884,884-0,0
885,885-0,0
885,885-1,1
886,886-0,1
887,887-0,0
887,887-1,1
888,888-0,0
888,888-1,0
888,888-2,0
888,888-3,0
888,888-4,0
888,888-5,0
888,888-6,0
888,888-7,0
888,888-8,0
888,888-9,0
888,888-10,0
888,888-11,0
888,888-12,0
888,888-13,0
888,888-14,0
888,888-15,0
888,888-16,0
888,888-17,0
888,888-18,0
888,888-19,0
888,888-20,0
888,888-21,0
888,888-22,0
888,888-23,0
889,889-0,0
890,890-0,0
891,891-0,0
892,892-0,0
892,892-1,0
892,892-2,0
892,892-3,0
892,892-4,0
892,892-5,0
892,892-6,0
893,893-0,0
894,894-0,0
895,895-0,1
895,895-1,0
895,895-2,0
895,895-3,0
895,895-4,0
895,895-5,0
896,896-0,1
896,896-1,0
897,897-0,0
897,897-1,0
897,897-2,1
897,897-3,0
897,897-4,0
898,898-0,0
899,899-0,1
899,899-1,0
900,900-0,0
900,900-1,0
900,900-2,0
900,900-3,0
901,901-0,0
902,902-0,0
903,903-0,0
903,903-1,0
904,904-0,0
904,904-1,1
904,904-2,0
905,905-0,0
905,905-1,0
906,906-0,0
907,907-0,0
907,907-1,1
907,907-2,0
908,908-0,1
908,908-1,0
909,909-0,0
910,910-0,0
910,910-1,0
910,910-2,0
910,910-3,0
910,910-4,0
910,910-5,0
910,910-6,0
910,910-7,0
910,910-8,0
910,910-9,0
910,910-10,1
910,910-11,0
911,911-0,0
911,911-1,0
912,912-0,1
912,912-1,0
912,912-2,0
913,913-0,1
913,913-1,0
913,913-2,0
913,913-3,0
914,914-0,0
914,914-1,0
915,915-0,0
915,915-1,1
916,916-0,0
916,916-1,0
916,916-2,0
916,916-3,1
916,916-4,0
917,917-0,0
918,918-0,0
918,918-1,0
918,918-2,0
918,918-3,0
918,918-4,0
919,919-0,0
919,919-1,1
920,920-0,1
920,920-1,0
920,920-2,0
921,921-0,0
921,921-1,0
921,921-2,0
921,921-3,1
921,921-4,0
921,921-5,0
921,921-6,0
921,921-7,0
922,922-0,0
923,923-0,0
923,923-1,0
924,924-0,0
924,924-1,0
924,924-2,0
924,924-3,1
924,924-4,0
925,925-0,0
925,925-1,0
925,925-2,0
926,926-0,0
926,926-1,0
926,926-2,0
927,927-0,0
927,927-1,0
927,927-2,0
927,927-3,0
928,928-0,0
928,928-1,0
929,929-0,0
929,929-1,0
929,929-2,0
929,929-3,0
929,929-4,0
929,929-5,0
929,929-6,0
929,929-7,0
930,930-0,0
930,930-1,0
930,930-2,0
930,930-3,0
931,931-0,1
931,931-1,0
932,932-0,0
932,932-1,0
932,932-2,0
932,932-3,0
932,932-4,0
932,932-5,0
932,932-6,0
932,932-7,0
933,933-0,0
934,934-0,0
934,934-1,0
934,934-2,1
934,934-3,0
934,934-4,0
934,934-5,0
935,935-0,1
935,935-1,0
935,935-2,0
935,935-3,0
935,935-4,0
936,936-0,0
937,937-0,0
937,937-1,1
937,937-2,0
937,937-3,0
937,937-4,0
938,938-0,1
938,938-1,0
938,938-2,0
938,938-3,0
938,938-4,0
939,939-0,1
940,940-0,0
940,940-1,0
940,940-2,0
940,940-3,0
940,940-4,0
940,940-5,0
940,940-6,0
940,940-7,1
940,940-8,0
940,940-9,0
940,940-10,0
940,940-11,0
940,940-12,0
940,940-13,0
941,941-0,0
941,941-1,0
942,942-0,0
943,943-0,0
943,943-1,0
943,943-2,0
943,943-3,0
944,944-0,0
945,945-0,0
945,945-1,0
946,946-0,0
947,947-0,0
947,947-1,0
948,948-0,0
949,949-0,0
949,949-1,1
949,949-2,0
949,949-3,0
950,950-0,0
950,950-1,0
950,950-2,1
951,951-0,0
951,951-1,0
951,951-2,0
952,952-0,0
952,952-1,1
953,953-0,0
953,953-1,0
954,954-0,0
955,955-0,1
955,955-1,0
955,955-2,0
955,955-3,0
955,955-4,0
955,955-5,0
956,956-0,0
956,956-1,0
956,956-2,0
957,957-0,0
957,957-1,1
957,957-2,0
957,957-3,0
957,957-4,0
958,958-0,0
959,959-0,0
959,959-1,0
959,959-2,1
959,959-3,0
959,959-4,0
959,959-5,0
959,959-6,0
960,960-0,0
961,961-0,0
961,961-1,0
962,962-0,0
962,962-1,0
963,963-0,0
963,963-1,1
963,963-2,0
964,964-0,1
964,964-1,0
964,964-2,0
965,965-0,0
966,966-0,0
966,966-1,0
966,966-2,1
966,966-3,0
966,966-4,0
967,967-0,0
967,967-1,1
967,967-2,0
967,967-3,0
968,968-0,0
969,969-0,0
969,969-1,0
969,969-2,0
969,969-3,0
970,970-0,0
970,970-1,0
970,970-2,0
970,970-3,0
970,970-4,0
970,970-5,0
970,970-6,0
970,970-7,0
970,970-8,1
970,970-9,0
970,970-10,0
970,970-11,0
971,971-0,0
971,971-1,0
971,971-2,0
971,971-3,0
971,971-4,0
971,971-5,0
971,971-6,0
971,971-7,0
971,971-8,0
972,972-0,0
972,972-1,0
972,972-2,0
972,972-3,0
972,972-4,0
973,973-0,0
973,973-1,0
973,973-2,0
973,973-3,0
974,974-0,0
974,974-1,1
974,974-2,0
974,974-3,0
974,974-4,0
974,974-5,0
974,974-6,0
975,975-0,0
975,975-1,1
975,975-2,0
975,975-3,0
976,976-0,0
976,976-1,0
977,977-0,0
977,977-1,0
977,977-2,0
977,977-3,0
977,977-4,0
977,977-5,0
977,977-6,0
978,978-0,1
978,978-1,0
978,978-2,0
978,978-3,0
979,979-0,0
979,979-1,0
979,979-2,0
979,979-3,0
979,979-4,0
979,979-5,0
979,979-6,0
979,979-7,0
980,980-0,0
980,980-1,0
980,980-2,0
981,981-0,0
981,981-1,0
981,981-2,1
981,981-3,0
982,982-0,1
982,982-1,0
982,982-2,0
983,983-0,0
983,983-1,0
983,983-2,0
983,983-3,0
983,983-4,1
983,983-5,0
983,983-6,0
983,983-7,0
983,983-8,0
983,983-9,0
984,984-0,1
985,985-0,0
985,985-1,0
985,985-2,0
986,986-0,0
986,986-1,0
987,987-0,0
987,987-1,0
987,987-2,1
987,987-3,0
988,988-0,0
988,988-1,0
989,989-0,1
989,989-1,0
989,989-2,0
990,990-0,0
990,990-1,0
991,991-0,0
991,991-1,0
991,991-2,1
991,991-3,0
991,991-4,0
